continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status,company_age
Asia,Master's,N,N,4264,South,131216.36,Year,N,0,66
Asia,Doctorate,N,N,2968,Midwest,129095.51,Year,Y,0,10
Asia,Master's,N,N,2999,South,35699.8,Year,Y,0,52
Asia,Bachelor's,Y,N,4331,South,26279.6,Year,Y,0,69
Europe,Master's,Y,N,527,West,40150.6,Year,Y,0,23
Asia,Bachelor's,Y,N,1074,Northeast,164042.19,Year,Y,1,26
Europe,Bachelor's,Y,N,4001,West,106621.34,Year,Y,0,92
Asia,Doctorate,N,N,449,Island,66144.01,Year,Y,0,14
Asia,Master's,N,N,165,Midwest,144724.07,Year,Y,0,18
North America,Bachelor's,N,N,2373,Midwest,57242.96,Year,Y,0,18
Asia,Bachelor's,Y,N,2366,West,46708.09,Year,Y,1,30
North America,Bachelor's,Y,N,284,West,154163.54,Year,Y,1,114
Europe,Bachelor's,N,N,4068,Northeast,15162.67,Year,Y,0,76
Asia,High School,Y,N,1926,Midwest,80139.69,Year,Y,0,19
Asia,Master's,Y,N,3118,West,121498.56,Year,Y,1,30
Asia,High School,N,N,267,West,151.1779,Hour,Y,1,139
North America,Bachelor's,Y,N,323,South,63085.53,Year,Y,0,24
Asia,High School,Y,N,15052,South,94640.66,Year,Y,1,24
Asia,Bachelor's,N,N,68,South,28485.5,Year,Y,0,19
Asia,Master's,Y,N,1048,Northeast,20197.99,Year,Y,0,36
Asia,Bachelor's,Y,N,1496,Midwest,127431.99,Year,Y,0,15
North America,Bachelor's,Y,N,668,Northeast,52095.48,Year,N,0,16
Europe,Bachelor's,Y,Y,3181,West,72488.92,Year,Y,0,78
Asia,Bachelor's,Y,N,3100,South,48983.85,Year,Y,0,29
Asia,Master's,N,N,4992,Northeast,144751.79,Year,N,0,84
Europe,Master's,Y,N,2473,West,42394.72,Year,Y,0,29
Asia,Doctorate,Y,N,1204,Northeast,91539.47,Year,Y,0,22
Europe,Doctorate,N,N,5092,West,18855.72,Year,Y,0,13
Asia,Master's,Y,N,2132,Midwest,161319.39,Year,Y,0,24
North America,Bachelor's,Y,N,1305,West,203915.7,Year,Y,0,29
Asia,Bachelor's,Y,N,131972,Northeast,47173.83,Year,Y,0,22
North America,Master's,Y,N,3585,South,27248.21,Year,Y,0,20
Asia,Master's,N,Y,564,South,4575.97,Year,Y,0,103
Asia,Master's,N,N,2265,West,39086.19,Year,Y,1,44
Europe,High School,Y,Y,606,South,17958.29,Year,Y,1,14
North America,Master's,N,N,124,Northeast,100.51,Hour,Y,1,17
Europe,High School,Y,Y,1385,South,91506.51,Year,Y,0,21
Asia,Master's,N,N,921,Midwest,150.1045,Hour,Y,1,18
Europe,Doctorate,Y,Y,1989,South,44627.31,Year,Y,0,34
Europe,Bachelor's,Y,N,3339,Northeast,121316.5,Year,Y,1,88
Asia,High School,N,Y,62306,West,104133.42,Year,Y,1,15
Asia,Master's,Y,N,55504,South,166748.4,Year,N,0,53
Asia,High School,N,N,1681,West,85218.35,Year,Y,1,24
Asia,Master's,N,N,781,Northeast,85701.17,Year,Y,0,155
Asia,Bachelor's,N,N,2381,South,86316.44,Year,Y,1,18
Asia,Master's,Y,N,333,South,105267.89,Year,Y,0,11
North America,Master's,Y,N,30615,South,132187.31,Year,Y,0,19
Asia,Bachelor's,Y,N,5250,Northeast,98889.07,Year,N,0,24
Asia,Bachelor's,N,N,802,South,147219.69,Year,Y,0,23
Asia,Master's,N,N,48,South,54274.73,Year,Y,1,22
Asia,Bachelor's,Y,Y,1132,Northeast,40853.5,Year,Y,1,24
North America,Bachelor's,Y,N,517,Northeast,84396.67,Year,Y,1,15
North America,Master's,N,N,4934,South,93817.42,Year,Y,0,44
South America,Bachelor's,N,Y,7110,Northeast,100513.57,Year,Y,1,36
Asia,Master's,Y,N,65,Midwest,88493.66,Year,Y,0,18
Asia,Bachelor's,Y,N,3560,West,81630.46,Year,Y,0,42
South America,Doctorate,N,N,4818,Midwest,29171.47,Year,Y,0,10
Asia,High School,Y,N,958,South,89991.95,Year,Y,0,18
Asia,High School,N,N,45,Northeast,146148.15,Year,Y,0,16
Asia,High School,Y,Y,1256,South,104509.0,Year,Y,0,104
Asia,Master's,N,N,4498,Midwest,72863.2,Year,Y,0,9
South America,Bachelor's,Y,N,1919,West,128927.59,Year,Y,0,60
Europe,Doctorate,Y,N,1074,West,19383.25,Year,Y,0,53
Asia,High School,N,N,932,Northeast,924.83,Year,Y,1,43
Asia,Bachelor's,N,N,2584,West,86643.27,Year,Y,0,50
Europe,Doctorate,N,N,4063,West,27334.14,Year,Y,0,16
Europe,Bachelor's,N,N,4212,Midwest,128894.18,Year,Y,0,41
Asia,Master's,Y,N,4435,Northeast,37156.05,Year,Y,0,192
Africa,Master's,N,N,4456,South,128197.11,Year,Y,0,41
Asia,Doctorate,Y,N,25255,Midwest,157034.33,Year,Y,0,22
Europe,Doctorate,N,N,3163,West,54945.2,Year,Y,0,171
North America,Master's,N,N,1789,South,43967.61,Year,Y,0,74
Asia,Master's,Y,N,1514,West,16840.44,Year,Y,1,49
North America,Master's,Y,N,4029,South,98946.91,Year,Y,0,23
Asia,Bachelor's,Y,N,156,Island,12153.83,Year,Y,1,18
North America,Master's,Y,N,2206,Northeast,64686.17,Year,Y,0,12
Asia,High School,Y,N,3311,Northeast,94376.97,Year,Y,1,31
Asia,High School,N,N,1368,South,120921.27,Year,Y,0,25
Asia,Master's,Y,N,5230,Northeast,31235.67,Year,N,0,70
Asia,Bachelor's,N,N,1935,West,64331.41,Year,Y,1,117
Africa,High School,N,N,1399,West,6897.5,Year,Y,1,17
Europe,Bachelor's,Y,N,2630,Northeast,85573.42,Year,Y,0,27
Europe,Bachelor's,Y,N,2774,West,15244.31,Year,Y,0,112
Asia,Bachelor's,Y,N,4658,West,102325.47,Year,Y,0,47
Asia,Master's,Y,N,2250,South,74890.81,Year,Y,0,42
Europe,Doctorate,N,Y,4098,West,79506.56,Year,Y,1,14
Asia,Bachelor's,N,Y,400,Northeast,40845.8,Year,Y,0,26
Asia,Master's,Y,N,1353,Northeast,133777.65,Week,Y,0,12
Asia,Doctorate,Y,N,835,West,18680.34,Year,Y,0,18
Asia,Master's,Y,N,2158,Northeast,30393.57,Year,N,0,17
Asia,Master's,Y,N,3513,Northeast,53660.61,Year,Y,0,22
Asia,Master's,Y,N,1107,Midwest,118256.21,Week,Y,0,25
Asia,Bachelor's,Y,N,2794,Midwest,108037.03,Year,N,0,81
Asia,Doctorate,Y,N,1837,South,32429.67,Year,Y,0,30
Asia,Bachelor's,Y,N,1048,Northeast,92089.7,Year,Y,0,14
Asia,Master's,Y,N,2722,Midwest,64533.81,Year,Y,0,23
Asia,Master's,Y,N,2070,Island,244049.04,Year,Y,0,36
Asia,Master's,Y,N,1317,Midwest,48440.56,Year,Y,0,16
Asia,Master's,N,N,3764,South,126243.05,Year,N,0,54
Asia,Master's,Y,N,1707,Midwest,40478.13,Year,Y,0,18
Asia,Doctorate,N,N,206,West,382.2433,Hour,Y,1,22
Asia,Master's,N,N,781,South,161245.1,Year,N,0,33
Asia,Doctorate,N,Y,433,South,124155.88,Year,Y,0,156
Asia,Bachelor's,N,Y,4789,South,78986.4,Year,Y,0,42
Asia,Master's,Y,N,235,Midwest,105717.97,Year,Y,0,25
Asia,Bachelor's,Y,N,3184,South,144055.13,Year,Y,0,33
Asia,Master's,Y,N,5395,South,98219.65,Year,N,0,32
Asia,Bachelor's,N,N,2535,West,75483.16,Year,Y,0,12
Europe,Bachelor's,N,Y,4013,West,64023.9,Year,Y,0,19
Asia,High School,Y,N,790,South,123689.54,Year,Y,1,12
Asia,Bachelor's,N,N,221,South,109380.12,Year,Y,1,40
Asia,Master's,N,N,2332,South,765.169,Hour,Y,1,18
Asia,Master's,N,N,2894,Midwest,135177.36,Year,Y,0,24
Europe,Doctorate,Y,N,3345,Midwest,875.88,Year,Y,0,13
Asia,Master's,Y,N,1041,Midwest,95783.58,Year,Y,0,83
Asia,Master's,N,N,3266,South,89940.96,Year,N,0,51
Asia,Master's,N,N,2813,South,139660.26,Year,Y,0,148
Europe,Doctorate,N,Y,1034,West,31124.89,Year,Y,0,61
Asia,Master's,N,Y,2156,South,73269.74,Year,Y,0,53
Asia,Master's,Y,N,2245,West,106994.99,Year,N,1,67
Asia,Bachelor's,N,Y,296,West,57936.15,Year,Y,1,12
North America,Bachelor's,N,N,60,South,90167.68,Year,N,0,25
Asia,Master's,Y,N,288,South,85004.99,Year,Y,0,26
Asia,Master's,N,N,638,West,128470.83,Week,Y,1,152
Asia,Master's,N,N,2084,Midwest,1959.97,Year,N,0,16
Asia,Bachelor's,Y,N,1092,Island,63801.37,Year,Y,1,60
Europe,High School,N,N,3768,South,26680.62,Year,Y,1,29
Asia,Bachelor's,Y,N,1772,Northeast,40221.94,Year,Y,1,13
Europe,Master's,Y,Y,3790,Midwest,44044.79,Year,Y,0,99
Asia,Master's,Y,N,760,Midwest,223128.23,Year,Y,0,34
Asia,Bachelor's,Y,N,2516,South,90149.76,Year,Y,0,22
North America,High School,Y,N,2637,West,383.3918,Hour,Y,1,30
Asia,High School,Y,Y,1411,West,75107.37,Year,Y,1,14
Asia,High School,Y,N,1051,West,117921.54,Year,N,1,143
Asia,Bachelor's,Y,Y,1463,South,381.7361,Hour,Y,1,22
Asia,Master's,N,N,3174,South,159391.26,Year,N,1,39
Asia,Bachelor's,N,N,988,Midwest,69906.56,Year,Y,0,27
Europe,Master's,Y,N,4322,West,78916.96,Year,Y,0,16
Asia,Master's,N,Y,1495,Midwest,45712.3,Year,Y,0,37
South America,Doctorate,N,N,4332,Midwest,64222.42,Year,Y,0,24
Asia,High School,N,N,3290,Midwest,66828.9,Year,Y,0,23
Europe,High School,Y,N,3019,West,14861.98,Year,Y,1,13
Asia,Master's,N,N,2529,West,90059.25,Year,Y,0,23
Asia,Master's,N,N,283,Northeast,134634.35,Year,Y,1,20
Asia,Bachelor's,N,Y,3414,West,65128.83,Year,Y,0,204
Asia,Bachelor's,Y,Y,3110,West,109177.73,Year,N,0,18
Africa,High School,Y,N,902,Northeast,68955.42,Year,Y,0,18
Asia,High School,Y,N,962,Northeast,8624.69,Year,Y,1,20
North America,Bachelor's,Y,N,3081,Northeast,52603.42,Year,Y,0,130
Europe,Bachelor's,N,N,2171,Midwest,92076.68,Year,Y,0,25
Asia,Bachelor's,Y,Y,2670,Northeast,105223.17,Year,Y,0,41
Europe,Bachelor's,N,N,1961,Midwest,90028.66,Year,Y,1,59
South America,Bachelor's,Y,N,922,Northeast,18854.43,Year,Y,0,37
Asia,Bachelor's,Y,N,426,West,200232.3,Year,Y,1,31
Asia,Bachelor's,Y,N,61504,West,85071.94,Year,Y,0,22
Asia,Bachelor's,Y,N,1634,Northeast,51386.36,Year,N,1,57
Europe,Doctorate,N,N,1132,Northeast,45934.45,Year,Y,0,22
Asia,Bachelor's,Y,N,3146,West,46635.58,Year,Y,0,15
Europe,Bachelor's,N,Y,2592,South,83153.24,Year,Y,0,43
Asia,Bachelor's,Y,N,4479,Island,61493.72,Year,N,0,33
Asia,Bachelor's,Y,N,724,Northeast,101118.4,Year,Y,0,15
Asia,High School,N,N,6130,Midwest,87776.42,Year,Y,1,68
Asia,Bachelor's,Y,N,136,West,28741.34,Year,Y,1,26
North America,Master's,Y,N,1359,Northeast,37856.41,Year,Y,0,131
Asia,Bachelor's,N,N,1103,West,33573.69,Year,Y,1,25
Europe,Master's,N,N,5266,West,28421.02,Year,Y,1,20
Europe,Doctorate,N,Y,979,West,55151.14,Year,Y,1,30
Asia,Bachelor's,Y,N,469,Northeast,406.05,Year,Y,0,26
Asia,Bachelor's,Y,N,2550,Midwest,71055.61,Year,Y,0,14
Europe,Bachelor's,Y,N,669,West,9332.47,Year,Y,0,37
Oceania,Bachelor's,Y,N,3349,Northeast,95162.71,Year,Y,1,46
Europe,Bachelor's,Y,Y,44069,West,134350.49,Year,Y,0,17
North America,High School,N,N,4332,Midwest,560.2798,Hour,Y,0,24
Europe,Master's,Y,N,1461,South,61090.77,Year,Y,0,17
Asia,Doctorate,N,N,1093,South,128939.46,Year,N,0,13
Asia,Bachelor's,Y,N,318,South,126307.46,Year,Y,0,16
Asia,Master's,N,N,2613,Northeast,16721.23,Year,Y,1,92
Asia,Bachelor's,N,N,2005,West,101.51,Hour,Y,1,76
Asia,Master's,N,N,2896,West,80708.9,Year,Y,1,61
Africa,Master's,Y,N,1143,West,59661.77,Year,Y,0,94
North America,High School,N,N,5160,Northeast,85268.09,Year,N,1,26
Asia,Master's,N,Y,3263,Island,134007.33,Year,Y,0,60
Asia,Bachelor's,N,N,4427,Northeast,5.6396,Hour,Y,1,25
South America,Bachelor's,Y,N,310467,South,46574.14,Year,Y,1,31
Asia,High School,Y,N,153,South,38431.19,Year,Y,1,23
Asia,Bachelor's,Y,N,3660,Midwest,30798.27,Year,N,0,76
Europe,Doctorate,Y,N,28027,South,44248.08,Year,Y,0,25
Europe,High School,Y,N,2808,South,111.5107,Hour,Y,1,165
Asia,Bachelor's,N,N,568,Midwest,68158.16,Year,Y,0,126
North America,High School,Y,N,1576,South,4229.43,Week,Y,0,30
Europe,Master's,N,N,2812,Midwest,47453.72,Year,Y,0,29
Africa,Master's,N,Y,630,South,88666.82,Year,Y,0,50
Asia,Master's,N,N,3133,West,127192.55,Year,Y,0,16
South America,Master's,Y,N,3325,Midwest,56716.29,Year,Y,0,89
Asia,Master's,Y,N,2566,Northeast,32228.82,Year,Y,0,222
Asia,High School,N,Y,26592,West,102254.44,Year,Y,1,39
Europe,Doctorate,Y,N,785,Northeast,26799.46,Year,Y,0,29
Asia,Bachelor's,Y,N,648,West,109277.91,Year,Y,0,24
Asia,High School,N,N,1168,West,32125.12,Year,Y,1,22
Europe,Bachelor's,Y,N,2344,West,28740.68,Year,Y,0,81
Asia,Master's,Y,N,4601,South,94250.96,Year,N,0,12
Africa,Bachelor's,Y,N,1540,Midwest,66941.49,Year,Y,0,109
Asia,Bachelor's,Y,N,783,Midwest,118549.8,Year,Y,0,27
Europe,Master's,Y,N,5260,West,91689.54,Year,Y,0,29
Asia,Master's,Y,N,1228,Midwest,128505.27,Year,Y,0,18
Asia,Master's,N,Y,892,West,56635.31,Year,Y,1,37
Europe,Doctorate,N,N,33130,South,80677.44,Year,Y,0,33
Asia,Master's,Y,N,1347,Midwest,93234.1,Year,Y,0,30
South America,Doctorate,N,Y,2019,South,40137.78,Year,Y,0,26
Asia,Bachelor's,N,N,3050,South,72852.01,Year,Y,1,36
Asia,Bachelor's,N,N,169,Northeast,127.1379,Hour,Y,1,46
Asia,Bachelor's,N,N,4796,Northeast,135104.5,Year,Y,0,12
Asia,Bachelor's,N,N,3218,South,79.1718,Hour,Y,1,38
Europe,High School,Y,N,1792,Island,72288.61,Year,Y,0,11
North America,Bachelor's,Y,N,1080,South,63705.56,Year,Y,1,206
Asia,Bachelor's,Y,N,764,Midwest,46064.58,Year,Y,0,115
Asia,High School,N,N,797,South,73673.0,Year,Y,1,28
Asia,Bachelor's,N,N,946,West,43586.5,Year,Y,1,22
Europe,Bachelor's,Y,Y,2856,Northeast,120300.68,Year,Y,1,37
Asia,High School,N,N,1122,South,27001.8,Year,Y,1,23
Asia,Bachelor's,Y,N,55047,Midwest,24459.8,Year,Y,0,34
Asia,Master's,Y,N,1660,Midwest,90413.5,Year,Y,0,63
Asia,Master's,N,N,4415,Midwest,146355.67,Year,Y,0,42
Asia,Master's,Y,N,5956,Midwest,131765.12,Year,N,1,17
Europe,High School,N,Y,3792,West,106680.94,Year,Y,1,45
Asia,Bachelor's,Y,N,688,West,68822.95,Year,Y,0,173
Asia,Bachelor's,Y,N,2565,Midwest,165469.53,Year,Y,0,24
Asia,Master's,N,N,2445,Midwest,111414.5,Year,Y,0,18
Asia,Bachelor's,N,N,1630,Midwest,65724.25,Year,Y,0,43
Europe,Bachelor's,Y,N,5078,South,126123.21,Year,Y,0,150
Asia,Master's,Y,N,6245,Northeast,30991.38,Year,Y,0,21
North America,Bachelor's,N,N,1179,West,165.8365,Hour,Y,1,33
Asia,Bachelor's,N,N,5425,Northeast,45614.3,Year,Y,1,168
Asia,Master's,Y,N,1271,Northeast,151639.64,Year,Y,0,61
South America,Master's,N,N,2507,South,113381.58,Year,Y,0,42
Asia,Bachelor's,N,N,183,South,20015.02,Year,Y,0,15
Asia,Master's,N,N,3188,South,256205.38,Year,N,0,11
Asia,Bachelor's,Y,N,2449,Midwest,113247.75,Year,N,0,126
Asia,Bachelor's,N,N,1467,Northeast,157990.27,Year,Y,0,12
North America,Bachelor's,Y,N,1026,South,54875.41,Year,N,0,17
Asia,Bachelor's,Y,N,2201,South,120566.46,Year,Y,1,108
Asia,Bachelor's,N,Y,2141,West,87868.22,Year,Y,1,24
Europe,Doctorate,N,N,2412,West,91603.2,Year,Y,0,25
Asia,Bachelor's,Y,N,2933,West,114916.3,Year,Y,1,22
Asia,Bachelor's,Y,N,843,West,78878.56,Year,Y,0,46
Asia,Master's,Y,N,3316,West,42126.0,Year,Y,0,22
Europe,Doctorate,N,Y,5295,Northeast,8923.92,Year,Y,0,42
Asia,Bachelor's,N,N,324,Midwest,63045.57,Year,Y,1,26
Asia,Bachelor's,N,N,1357,Northeast,839.9962,Hour,Y,1,39
Europe,High School,N,N,165,South,95315.93,Year,Y,1,30
Asia,Master's,N,Y,15143,Northeast,86033.26,Year,Y,0,19
Asia,High School,N,N,279,Midwest,150937.75,Year,Y,1,20
Asia,Bachelor's,Y,N,304,Midwest,21428.58,Year,Y,0,23
Asia,High School,N,N,1822,Midwest,101343.25,Year,Y,1,170
Asia,Bachelor's,N,N,779,South,238788.29,Year,Y,1,37
Asia,Master's,Y,N,236,Northeast,104491.79,Year,Y,0,25
North America,High School,N,N,81357,South,556.5592,Hour,Y,1,14
Asia,High School,Y,N,19333,Northeast,53378.97,Year,Y,1,18
Asia,Master's,Y,N,2555,Northeast,72873.89,Year,Y,0,24
Asia,Bachelor's,Y,N,2601,Northeast,14291.6,Year,Y,0,19
Asia,Doctorate,N,N,2624,Midwest,4949.28,Year,Y,0,11
South America,Master's,N,N,40,Northeast,75617.7,Year,Y,1,27
Asia,Bachelor's,Y,N,1051,South,852.32,Year,Y,1,24
Asia,High School,Y,N,3089,Midwest,78552.86,Year,Y,0,25
Asia,Bachelor's,N,N,55812,South,659.7978,Hour,Y,1,52
Asia,High School,Y,N,1335,Northeast,154191.81,Year,Y,0,20
Europe,Bachelor's,Y,N,1875,Midwest,82185.32,Year,Y,0,46
Europe,Master's,N,Y,3395,South,73358.46,Year,Y,0,17
Europe,Bachelor's,Y,N,5241,Northeast,116251.85,Week,Y,1,59
Asia,Master's,Y,N,2360,Midwest,137052.84,Year,Y,0,28
Asia,High School,Y,N,4090,Northeast,55024.34,Year,Y,1,29
Europe,Master's,Y,N,4234,West,11894.22,Year,Y,0,15
Asia,Master's,N,N,1408,Northeast,783.4324,Hour,Y,0,13
Asia,Master's,Y,N,1050,West,77253.4,Year,N,0,10
Asia,Master's,Y,N,1541,South,29087.05,Year,Y,0,14
Europe,Bachelor's,N,Y,1458,Northeast,117752.53,Year,Y,0,20
Asia,Bachelor's,N,N,2439,West,52221.09,Year,Y,1,20
Asia,Bachelor's,Y,N,4377,Northeast,88443.0,Year,Y,0,44
Asia,Bachelor's,Y,N,1386,Midwest,75257.3,Year,Y,0,28
North America,Master's,Y,N,97022,Island,94958.94,Year,Y,1,131
North America,Master's,Y,N,3471,South,63235.89,Year,Y,0,16
Asia,Bachelor's,Y,N,53191,Midwest,81523.82,Year,N,0,46
Asia,Bachelor's,Y,N,1561,South,101124.28,Year,Y,0,25
Asia,Master's,Y,N,1035,South,146371.91,Year,Y,0,156
North America,High School,N,N,1672,Midwest,83847.99,Year,Y,1,62
North America,Master's,Y,N,905,South,168.62,Hour,Y,0,138
Asia,Doctorate,Y,N,947,South,151275.66,Year,Y,0,77
Asia,Bachelor's,Y,N,1666,Northeast,121659.78,Year,Y,1,19
Europe,Doctorate,Y,N,3110,West,82089.0,Year,Y,0,203
North America,Bachelor's,Y,N,1845,South,101.99,Hour,Y,1,69
Asia,Master's,N,N,665,Island,50875.4,Year,Y,1,35
Asia,Master's,Y,N,2581,West,94503.97,Week,Y,0,61
Europe,Bachelor's,N,Y,847,West,7959.97,Year,Y,0,24
Asia,Bachelor's,Y,N,3100,Midwest,58574.89,Year,N,0,26
Asia,Master's,Y,N,431,Midwest,63858.11,Year,N,0,12
North America,Bachelor's,Y,N,213548,West,29465.04,Week,Y,0,11
Europe,Master's,N,N,1225,West,15049.57,Year,Y,0,29
Asia,Bachelor's,N,Y,2131,Northeast,104833.47,Year,Y,1,12
Asia,Bachelor's,Y,N,2122,Midwest,114288.85,Year,Y,0,76
Asia,Master's,N,Y,3213,West,1234.57,Year,Y,0,38
Asia,Master's,N,N,519,South,123374.86,Year,N,0,16
North America,Master's,N,N,3964,Midwest,22166.16,Year,N,0,73
Asia,Doctorate,N,N,694,Northeast,48445.49,Year,Y,1,19
North America,Master's,N,N,60,South,92071.0,Year,N,0,75
Europe,Bachelor's,Y,N,1947,Northeast,56550.83,Year,Y,0,114
North America,Master's,N,Y,175,South,111803.27,Year,Y,0,34
Europe,Doctorate,Y,N,575,Northeast,112994.21,Year,Y,0,40
Europe,Doctorate,Y,N,2880,Northeast,82716.91,Year,Y,0,123
Asia,Master's,N,N,2703,Northeast,147518.38,Year,Y,0,29
Asia,Master's,Y,N,1391,South,170229.93,Week,Y,0,27
Asia,High School,N,N,3863,West,74.2851,Hour,Y,1,16
Asia,High School,Y,Y,374,West,27132.34,Year,Y,1,112
Asia,Bachelor's,Y,Y,1948,Northeast,146066.41,Year,Y,0,16
Asia,Bachelor's,Y,N,1279,Northeast,71366.04,Year,Y,1,11
Asia,Bachelor's,Y,N,1979,South,136391.0,Year,Y,0,22
Asia,Bachelor's,N,N,404,Midwest,136941.67,Year,Y,0,15
Asia,High School,Y,N,3869,Northeast,46763.11,Year,Y,1,29
Europe,Bachelor's,Y,Y,27,West,85195.12,Year,Y,0,24
Africa,Master's,N,N,657,Midwest,102755.66,Year,N,1,37
South America,Bachelor's,N,Y,482,Northeast,110511.41,Year,Y,1,36
Asia,Bachelor's,N,N,3214,Northeast,73139.16,Week,Y,1,185
Asia,High School,N,N,1787,Northeast,44348.52,Year,Y,1,18
Asia,Bachelor's,Y,N,4850,West,119505.2,Year,Y,1,34
Asia,Bachelor's,Y,N,2169,South,124370.98,Year,Y,0,17
Asia,Master's,N,N,3945,Northeast,193901.32,Year,Y,0,29
Asia,Master's,Y,N,4078,South,35652.1,Year,Y,0,55
Asia,Master's,Y,Y,1909,West,73124.29,Year,Y,1,13
Europe,Master's,Y,N,3530,Northeast,2187.88,Year,Y,0,14
Asia,Master's,Y,N,2271,West,46492.56,Year,N,0,20
Asia,Bachelor's,N,N,1728,Northeast,97629.25,Year,Y,1,24
Asia,Bachelor's,N,N,627,South,118010.07,Year,N,1,11
Europe,Master's,N,Y,1764,South,100775.71,Year,Y,0,61
Asia,Bachelor's,Y,N,5238,Northeast,7196.85,Year,Y,1,28
Europe,Master's,Y,N,2891,Northeast,130631.87,Year,Y,0,34
Europe,Doctorate,Y,N,5248,West,54889.53,Year,Y,0,25
Asia,Bachelor's,N,N,2932,Midwest,45797.89,Year,N,0,16
Europe,Doctorate,Y,N,959,West,1380.46,Year,Y,0,10
Asia,Bachelor's,N,N,4829,Midwest,79886.48,Year,Y,0,35
North America,Bachelor's,Y,N,4778,Northeast,60745.56,Year,Y,0,23
Africa,Bachelor's,Y,N,1259,Northeast,25989.85,Year,Y,0,22
Asia,Bachelor's,N,N,1097,West,42684.51,Year,Y,1,17
Europe,Bachelor's,Y,N,91,Northeast,55521.05,Year,Y,0,12
Asia,High School,N,N,4329,West,78496.93,Year,Y,1,22
North America,Doctorate,Y,N,1473,West,67057.63,Year,Y,0,12
Asia,Master's,Y,N,3166,Midwest,157218.73,Year,Y,0,22
Asia,Bachelor's,Y,N,5658,Midwest,77492.0,Year,Y,0,18
Africa,Master's,Y,N,2578,Northeast,105982.51,Year,Y,0,26
Europe,Master's,N,N,3037,Midwest,89506.69,Week,Y,0,22
Asia,Master's,N,N,3556,Northeast,98785.88,Year,Y,1,16
Asia,Doctorate,N,N,1829,West,122674.76,Year,Y,0,11
North America,Bachelor's,N,Y,1485,South,59976.48,Year,Y,0,9
North America,Master's,N,Y,2088,Midwest,91382.73,Year,Y,0,145
Asia,Bachelor's,N,N,796,West,104669.52,Year,Y,1,17
North America,Bachelor's,Y,N,100,South,37798.6,Year,Y,0,19
Asia,Bachelor's,Y,N,4540,West,87767.77,Year,Y,0,13
North America,Bachelor's,N,N,967,South,87121.96,Year,Y,1,219
Asia,High School,Y,N,2524,West,84130.53,Year,Y,1,77
Asia,Master's,Y,N,2481,Northeast,75673.27,Year,Y,0,25
Europe,Master's,N,N,2689,South,15814.94,Year,Y,0,25
Asia,High School,Y,N,3348,Northeast,99671.66,Year,Y,1,29
South America,High School,N,N,248,South,99254.94,Year,Y,0,63
Asia,Master's,N,N,1594,South,117782.91,Year,N,0,19
North America,Master's,Y,N,4979,Northeast,6269.03,Year,Y,0,25
Asia,Master's,Y,N,2666,Midwest,105214.44,Year,Y,0,38
Asia,Bachelor's,N,N,236,West,601.6377,Hour,Y,1,155
Asia,Bachelor's,Y,N,4285,Northeast,9429.88,Year,Y,0,11
North America,Bachelor's,N,N,1554,South,97090.74,Year,Y,1,13
Europe,Master's,Y,N,2599,Northeast,146894.68,Year,Y,0,18
Asia,Bachelor's,Y,N,2176,South,70343.71,Year,Y,1,17
Asia,Master's,Y,N,954,South,60217.15,Year,Y,0,28
Asia,Bachelor's,Y,N,2574,Northeast,41875.04,Year,N,1,137
Asia,Bachelor's,Y,N,1994,Northeast,42335.11,Month,Y,0,132
Asia,Bachelor's,N,N,1364,Northeast,12567.85,Year,Y,1,16
Asia,Master's,Y,N,849,Northeast,86389.93,Year,Y,0,30
Europe,Master's,N,N,655,South,82299.59,Year,Y,0,16
Asia,Bachelor's,Y,N,2685,South,44350.35,Year,Y,0,10
Asia,Master's,N,N,1717,South,109.06,Hour,Y,1,54
Asia,Bachelor's,Y,N,29868,South,57973.72,Year,Y,1,10
Asia,Master's,N,N,2453,South,88831.1,Year,Y,1,26
Europe,Doctorate,N,N,850,Midwest,93337.49,Year,Y,0,29
Asia,Doctorate,Y,N,4359,South,185.7137,Hour,Y,1,17
Asia,Bachelor's,Y,N,997,South,9585.89,Year,Y,0,22
Asia,Bachelor's,Y,N,2223,Northeast,138363.18,Year,Y,1,22
North America,Master's,Y,N,1849,Midwest,105990.98,Year,Y,0,9
Asia,Doctorate,Y,N,1978,South,460.9642,Hour,Y,0,76
Europe,Bachelor's,N,N,1456,Northeast,9.1753,Hour,Y,1,15
Oceania,Master's,Y,N,264,South,203769.29,Year,Y,0,40
Asia,Bachelor's,Y,N,6027,South,48431.13,Year,Y,0,36
Asia,Bachelor's,N,N,2572,Northeast,931.3662,Hour,Y,1,33
Asia,Bachelor's,Y,N,678,West,106678.6,Year,Y,1,57
Africa,Master's,N,N,2179,Midwest,187478.91,Year,Y,0,21
Asia,Master's,Y,N,3103,South,101308.39,Year,Y,0,146
Africa,High School,Y,N,4781,West,545.11,Year,Y,0,15
Europe,Bachelor's,N,N,2425,South,83239.29,Year,Y,0,15
South America,Doctorate,N,N,3202,Northeast,14555.64,Year,Y,0,24
Asia,Master's,N,N,2675,Midwest,102915.07,Year,Y,0,26
Europe,Master's,N,Y,575,Northeast,107930.59,Year,Y,1,37
South America,Master's,N,Y,5306,Northeast,148866.35,Year,Y,0,24
